"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","logAdjP","Category","category","subcategory"
"GO:0045296","GO:0045296","cadherin binding","63/635","334/18662",0.188622754491018,5.54342967608091,15.7250521860626,3.25038030258127e-29,4.57220162563099e-27,3.34161904791689e-27,"ANXA2/HSPA8/RPL7A/AHNAK/PLEC/FASN/HSP90AB1/CCT8/EGFR/RAB10/RDX/SPTBN2/VAPA/VAPB/CDH2/CTNNA1/KRT18/MYO1B/SPTBN1/LRRC59/RPL14/RPL15/RPL23A/PRDX1/ATXN2L/CAPZB/CTNND1/DBN1/DDX3X/DDX6/EEF1D/EEF1G/EEF2/EIF2A/EIF2S3/ENO1/EPHA2/FLNA/FLNB/GPRC5A/HDLBP/HSPA1A/HSPA5/JUP/KTN1/LIMA1/MYH9/PCBP1/PLCB3/PPP1CA/RPS2/RUVBL1/SCRIB/SERBP1/SND1/SPTAN1/TLN1/TMPO/TNKS1BP1/TRIM25/YWHAE/YWHAZ/ZC3HAV1",63,26.3398746262715,"MF",NA,NA
"GO:0015078","GO:0015078","proton transmembrane transporter activity","48/635","186/18662",0.258064516129032,7.58425196850394,16.9375865443653,6.71548757092209e-29,8.0969592997975e-27,5.91770784445165e-27,"TCIRG1/SLC25A5/ATP4A/ATP6V0C/ATP6V0D1/ATP6V1B1/ATP6V1B2/ATP6V1E1/SLC38A3/COX4I1/COX5B/COX7A2L/CYC1/GHITM/MT-CO1/MT-CO2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NNT/SLC25A13/SLC25A27/SLC25A3/UQCRC1/UQCRFS1",48,26.0916780437444,"MF",NA,NA
"GO:0008137","GO:0008137","NADH dehydrogenase (ubiquinone) activity","26/635","41/18662",0.634146341463415,18.6369118494335,21.2180545836794,1.59758943854125e-28,1.68545685766102e-26,1.23182554076996e-26,"MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2",26,25.7732823595592,"MF",NA,NA
"GO:0051082","GO:0051082","unfolded protein binding","31/635","123/18662",0.252032520325203,7.4069777863133,13.3799722115933,9.38616173097452e-19,8.80213388993611e-17,6.43308862497201e-17,"HSPA8/HSP90B1/TCP1/CLGN/DNAJA2/HSP90AB1/HSPA9/CCT5/CCT8/TRAP1/UGGT1/DNAJB11/CALR/HYOU1/TAPBP/LMAN1/PPIB/CANX/CCT2/CCT6A/DNAJA1/HSP90AA1/HSPA1A/HSPA1B/HSPA1L/HSPA5/NACA/NPM1/PPIA/RP2/RUVBL2",31,16.055412029636,"MF",NA,NA
"GO:0016887","GO:0016887","ATP hydrolysis activity","50/635","400/18662",0.125,3.67362204724409,10.1449154062838,1.58495073196529e-15,1.3376984177787e-13,9.77664346243852e-14,"HSPA8/HSP90B1/ABCD3/TCP1/HSP90AB1/HSPA9/CCT5/CCT8/TRAP1/VCP/ABCA6/ABCB11/ABCC2/ABCC5/ABCC6/ATP1A4/ATP4A/TAP1/TAP2/ATAD3A/ATP2A2/ACIN1/ACTB/ATP1A1/CCT2/CCT6A/DDX1/DDX17/DDX3X/DDX5/DDX6/DHX15/DHX36/DHX9/EIF4A1/EIF4A3/G3BP1/HSP90AA1/HSPA1A/HSPA1B/HSPA1L/HSPA5/MCM2/RFC4/RUVBL1/RUVBL2/SMC1A/UPF1/XRCC5/XRCC6",50,12.8736417866112,"MF",NA,NA
"GO:0003735","GO:0003735","structural constituent of ribosome","32/635","175/18662",0.182857142857143,5.3739842519685,10.9107752160728,5.57521482975425e-15,4.27771028755689e-13,3.12638841170908e-13,"RPL7A/RPL13/RPL14/RPL15/RPL18A/RPL23A/RPL3/RPLP2/RPS14/RPS4X/RPS5/RPS6/RPS8/RPL10A/RPL11/RPL12/RPL30/RPL5/RPL9/RPLP0/RPS12/RPS15A/RPS16/RPS17/RPS2/RPS20/RPS21/RPS27A/RPS3/RPS3A/RPS9/RPSA",32,12.3687886318206,"MF",NA,NA
"GO:0140662","GO:0140662","ATP-dependent protein folding chaperone","16/635","40/18662",0.4,11.7555905511811,12.7803775940256,7.88499566010006e-14,5.54578028093704e-12,4.05316443580582e-12,"HSPA8/HSP90B1/TCP1/HSP90AB1/HSPA9/CCT5/CCT8/TRAP1/HYOU1/CCT2/CCT6A/HSP90AA1/HSPA1A/HSPA1B/HSPA1L/HSPA5",16,11.2560373407926,"MF",NA,NA
"GO:0005200","GO:0005200","structural constituent of cytoskeleton","24/635","115/18662",0.208695652173913,6.13335159192057,10.363481697526,7.208322410725e-13,4.67986470357839e-11,3.4203052086517e-11,"POTEE/TUBA1B/PLEC/MSN/SPTBN2/ACTBL2/ARPC4/DSP/KRT14/KRT16/KRT5/SPTBN1/TUBA1C/TUBB/ACTA1/ACTB/ACTG1/AGRN/LMNA/SPTAN1/TLN1/TUBA4A/TUBA1A/VIM",24,10.3297667023401,"MF",NA,NA
"GO:0031625","GO:0031625","ubiquitin protein ligase binding","39/635","304/18662",0.128289473684211,3.77029631164526,9.13993111437251,9.87044032275518e-13,5.66121750391066e-11,4.13753237377357e-11,"TUBA1B/HSPA8/SLC25A5/TCP1/HSP90AB1/HSPA9/CALR/VCP/ATP6V0C/EGFR/LYN/SLC67A1/UQCRC1/TUBB/DERL1/ERLIN1/ACTG1/BAG2/CCT2/DNAJA1/HSP90AA1/HSPA1A/HSPA1B/HSPA1L/HSPA5/PA2G4/PARP1/RALB/RPL11/RPL5/RPS27A/SCAMP3/SQSTM1/STX8/TRIM28/UBE2N/XRCC5/YWHAE/YWHAZ",39,10.2470901592059,"MF",NA,NA
"GO:0044183","GO:0044183","protein folding chaperone","20/635","78/18662",0.256410256410256,7.53563496870583,10.8557061858587,1.00614055164289e-12,5.66121750391066e-11,4.13753237377357e-11,"HSPA8/HSP90B1/TCP1/CLGN/HSP90AB1/HSPA9/CCT5/CCT8/TRAP1/FKBP8/CALR/HYOU1/TAPBP/CCT2/CCT6A/HSP90AA1/HSPA1A/HSPA1B/HSPA1L/HSPA5",20,10.2470901592059,"MF",NA,NA
"GO:0044389","GO:0044389","ubiquitin-like protein ligase binding","39/635","324/18662",0.12037037037037,3.53756197142024,8.64780260534553,7.36823585905425e-12,3.88674441565112e-10,2.84064882460907e-10,"TUBA1B/HSPA8/SLC25A5/TCP1/HSP90AB1/HSPA9/CALR/VCP/ATP6V0C/EGFR/LYN/SLC67A1/UQCRC1/TUBB/DERL1/ERLIN1/ACTG1/BAG2/CCT2/DNAJA1/HSP90AA1/HSPA1A/HSPA1B/HSPA1L/HSPA5/PA2G4/PARP1/RALB/RPL11/RPL5/RPS27A/SCAMP3/SQSTM1/STX8/TRIM28/UBE2N/XRCC5/YWHAE/YWHAZ",39,9.41041401674507,"MF",NA,NA
"GO:0003725","GO:0003725","double-stranded RNA binding","18/635","77/18662",0.233766233766234,6.87015032211883,9.68737010742213,7.39685016577645e-11,3.67231855289137e-09,2.68393448739628e-09,"TUBA1B/HSP90AB1/MSN/ACTN1/ADAR/CLTC/DDX1/DHX15/DHX36/DHX9/EIF4A1/ELAVL1/ILF2/ILF3/MTDH/TFRC/VIM/ZFR",18,8.43505965324357,"MF",NA,NA
"GO:0051015","GO:0051015","actin filament binding","29/635","208/18662",0.139423076923077,4.0975015142338,8.43122203272457,1.12856729865175e-10,5.29172666701156e-09,3.86748793573057e-09,"PPP1R9B/GSN/PLEC/EGFR/MYH10/MYH14/SPTBN2/ACTN1/ARPC4/CAPZA2/CTNNA1/MYO1B/SPTBN1/ACTN4/ANTXR1/CFL1/CFL2/CORO1C/EEF2/FLNA/FLNB/FLNC/LIMA1/MYH9/MYO1C/SPTAN1/TLN1/TPM3/TTN",29,8.27640259647137,"MF",NA,NA
"GO:0180051","GO:0180051","translation factor activity","18/635","83/18662",0.216867469879518,6.37351294943554,9.20828533781534,2.79367312709522e-10,1.24097901014124e-08,9.06976427965539e-09,"EIF2S1/EEF1A1/EEF1A2/EEF1D/EEF1G/EEF2/EIF2A/EIF2S3/EIF3B/EIF3D/EIF3F/EIF3G/EIF3H/EIF3I/EIF3K/EIF4A1/EIF5A2/EIF6",18,7.90623556407494,"MF",NA,NA
"GO:0016651","GO:0016651","oxidoreductase activity, acting on NAD(P)H","15/635","59/18662",0.254237288135593,7.47177365541172,9.34437851738851,8.02038583057207e-10,3.29799822897732e-08,2.41036039184423e-08,"CYBB/CYB5R3/MT-ND1/MT-ND4/NDUFA9/NDUFS1/NDUFS3/NDUFS7/NDUFS8/NDUFV2/NNT/FMO5/POR/DHRS4/AMBP",15,7.48174958190726,"MF",NA,NA
"GO:0042626","GO:0042626","ATPase-coupled transmembrane transporter activity","19/635","99/18662",0.191919191919192,5.64030859778891,8.68826319090771,8.20591976404308e-10,3.29799822897732e-08,2.41036039184423e-08,"TCIRG1/ABCD3/ABCA6/ABCB11/ABCC2/ABCC5/ABCC6/ATP1A4/ATP1B1/ATP4A/ATP6V0C/ATP6V0D1/ATP6V1B1/ATP6V1B2/ATP6V1E1/TAP1/TAP2/ATP2A2/ATP1A1",19,7.48174958190726,"MF",NA,NA
"GO:0001618","GO:0001618","virus receptor activity","16/635","81/18662",0.197530864197531,5.80522990181783,8.1341977895345,1.15163682785454e-08,4.41809764867831e-07,3.22899129723808e-07,"ANPEP/EGFR/MYH10/DPP4/CD55/CD81/EPHA2/HSPA1A/HSPA1B/ILF3/MYH9/PLSCR1/PVR/RPSA/SCARB1/TFRC",16,6.35476468959326,"MF",NA,NA
"GO:0140272","GO:0140272","exogenous protein binding","16/635","82/18662",0.195121951219512,5.73443441521029,8.06389317407396,1.38633370580835e-08,5.0872419465315e-07,3.71803913777434e-07,"ANPEP/EGFR/MYH10/DPP4/CD55/CD81/EPHA2/HSPA1A/HSPA1B/ILF3/MYH9/PLSCR1/PVR/RPSA/SCARB1/TFRC",16,6.29351760706202,"MF",NA,NA
"GO:0003954","GO:0003954","NADH dehydrogenase activity","7/635","11/18662",0.636363636363636,18.702075876879,11.0220421930018,1.49759813841894e-08,5.26655345343994e-07,3.84908995225219e-07,"MT-ND1/MT-ND4/NDUFA9/NDUFS3/NDUFS7/NDUFS8/NDUFV2",7,6.27847350353893,"MF",NA,NA
"GO:0003924","GO:0003924","GTPase activity","34/635","340/18662",0.1,2.93889763779528,6.77174335683529,2.08130369675245e-08,7.02648128023628e-07,5.1353430159871e-07,"RAC1/RAC2/GNG11/TUBA1B/GNAI2/GNAI3/GNA11/GNA13/GNAL/GNAS/GNB3/IRGM/RAB10/RAB15/RAB35/RAP1B/ARF6/TUBB/DDX3X/EEF1A1/EEF1A2/EEF2/EFTUD2/EIF2S3/GNAQ/GNB1/GNB2/NRAS/RALB/RGS17/RGS19/RGS20/RRAS/RRAS2",34,6.15326210643805,"MF",NA,NA
"GO:0005525","GO:0005525","GTP binding","35/635","379/18662",0.0923482849604222,2.7140215652463,6.32710070351427,9.48241046066076e-08,3.07813631876834e-06,2.24967308904745e-06,"RAC1/RAC2/TUBA1B/GNAI2/GNAI3/P2RX7/ANXA6/GNA11/GNA13/GNAL/GNAS/IRGM/RAB10/RAB15/RAB35/RAP1B/GLUD2/ARF6/TUBA1C/TUBB/EEF1A1/EEF1A2/EEF2/EFTUD2/EIF2S3/GLUD1/GNAQ/HSP90AA1/NRAS/RALB/RP2/RRAS/RRAS2/TUBA4A/TUBA1A",35,5.51171215085349,"MF",NA,NA
"GO:0003743","GO:0003743","translation initiation factor activity","12/635","51/18662",0.235294117647059,6.91505326540065,7.93873825142546,1.02252229497699e-07,3.19632895170584e-06,2.33605483374859e-06,"EIF2S1/EIF2A/EIF2S3/EIF3B/EIF3D/EIF3F/EIF3G/EIF3H/EIF3I/EIF3K/EIF4A1/EIF6",12,5.49534853143594,"MF",NA,NA
"GO:0003925","GO:0003925","G protein activity","14/635","73/18662",0.191780821917808,5.63624204508683,7.44889936953976,1.4001544532248e-07,4.00837368841583e-06,2.92954225668705e-06,"RAC1/GNA11/GNA13/GNAL/GNAS/IRGM/RAB10/RAB15/RAB35/RAP1B/ARF6/GNAQ/NRAS/RALB",14,5.39703179730753,"MF",NA,NA
"GO:0019001","GO:0019001","guanyl nucleotide binding","36/635","403/18662",0.0893300248138958,2.62531798909752,6.19077415220607,1.42477737739899e-07,4.00837368841583e-06,2.92954225668705e-06,"RAC1/RAC2/TUBA1B/GNAI2/GNAI3/P2RX7/ANXA6/GNA11/GNA13/GNAL/GNAS/IRGM/NME2/RAB10/RAB15/RAB35/RAP1B/GLUD2/ARF6/TUBA1C/TUBB/EEF1A1/EEF1A2/EEF2/EFTUD2/EIF2S3/GLUD1/GNAQ/HSP90AA1/NRAS/RALB/RP2/RRAS/RRAS2/TUBA4A/TUBA1A",36,5.39703179730753,"MF",NA,NA
"GO:0032561","GO:0032561","guanyl ribonucleotide binding","36/635","403/18662",0.0893300248138958,2.62531798909752,6.19077415220607,1.42477737739899e-07,4.00837368841583e-06,2.92954225668705e-06,"RAC1/RAC2/TUBA1B/GNAI2/GNAI3/P2RX7/ANXA6/GNA11/GNA13/GNAL/GNAS/IRGM/NME2/RAB10/RAB15/RAB35/RAP1B/GLUD2/ARF6/TUBA1C/TUBB/EEF1A1/EEF1A2/EEF2/EFTUD2/EIF2S3/GLUD1/GNAQ/HSP90AA1/NRAS/RALB/RP2/RRAS/RRAS2/TUBA4A/TUBA1A",36,5.39703179730753,"MF",NA,NA
"GO:0023026","GO:0023026","MHC class II protein complex binding","9/635","27/18662",0.333333333333333,9.79632545931758,8.58442207938231,1.56364126354048e-07,4.25713944009086e-06,3.11135409315695e-06,"HLA-DRA/HLA-DQA1/HLA-DPB1/HSPA8/HSP90AB1/ATP1B1/CD81/HSP90AA1/YWHAE",9,5.37088212453035,"MF",NA,NA
"GO:0023023","GO:0023023","MHC protein complex binding","10/635","37/18662",0.27027027027027,7.94296658863588,7.93396693782411,2.94156809813232e-07,7.75838585882401e-06,5.67025955758402e-06,"HLA-DRA/HLA-DQA1/HLA-DPB1/HSPA8/HSP90AB1/ATP1B1/TAPBP/CD81/HSP90AA1/YWHAE",10,5.11022862481448,"MF",NA,NA
"GO:0003779","GO:0003779","actin binding","37/635","445/18662",0.0831460674157303,2.44357781120057,5.78461373016669,5.69450724904148e-07,1.45641336914879e-05,1.06442783028335e-05,"LSP1/PPP1R9B/CAP1/PPP1R18/GSN/PLEC/P4HB/EGFR/MSN/MYH10/MYH14/RDX/SPTBN2/ACTN1/ARPC4/CAPZA2/CTNNA1/MYO1B/SPTBN1/ACTN4/ANTXR1/CAPZB/CFL1/CFL2/CORO1C/DBN1/EEF2/FLNA/FLNB/FLNC/LIMA1/MYH9/MYO1C/SPTAN1/TLN1/TPM3/TTN",37,4.83671534311292,"MF",NA,NA
"GO:0048027","GO:0048027","mRNA 5'-UTR binding","8/635","24/18662",0.333333333333333,9.79632545931758,8.09281935848348,7.80364221113014e-07,1.93713941946878e-05,1.41576914418646e-05,"CCT5/MYH10/RPS14/DDX3X/DHX36/RPL5/RPS3A/SYNCRIP",8,4.71283912118745,"MF",NA,NA
"GO:0043021","GO:0043021","ribonucleoprotein complex binding","21/635","180/18662",0.116666666666667,3.42871391076116,6.14512497417632,8.95416669086747e-07,2.15923333916918e-05,1.57808772356341e-05,"EIF2S1/DERL1/SEC61B/TMCO1/DDX3X/DDX5/DHX9/EEF2/EIF2A/EIF3K/EIF4A3/EIF5A2/EIF6/FXR1/G3BP1/HSPA5/NPM1/PPP1CA/RPSA/SERBP1/SND1",21,4.665700422771,"MF",NA,NA
"GO:0030280","GO:0030280","structural constituent of skin epidermis","12/635","62/18662",0.193548387096774,5.68818897637795,6.93964207864902,9.88244083752306e-07,2.31688335190818e-05,1.69330711426565e-05,"KRT1/KRT10/KRT12/KRT14/KRT16/KRT27/KRT4/KRT5/KRT7/KRT73/KRT75/KRT76",12,4.63509583107746,"MF",NA,NA
"GO:0019829","GO:0019829","ATPase-coupled monoatomic cation transmembrane transporter activity","11/635","54/18662",0.203703703703704,5.98664333624964,6.88728298823706,1.64079656862786e-06,3.74279001059977e-05,2.73543894513777e-05,"TCIRG1/ATP1A4/ATP1B1/ATP4A/ATP6V0C/ATP6V0D1/ATP6V1B1/ATP6V1B2/ATP6V1E1/ATP2A2/ATP1A1",11,4.42680453831332,"MF",NA,NA
"GO:0008514","GO:0008514","organic anion transmembrane transporter activity","26/635","270/18662",0.0962962962962963,2.83004957713619,5.68490023824896,1.96090656458631e-06,4.30739361697866e-05,3.14808263850024e-05,"SLC25A5/ABCD3/ABCB11/ABCC2/ABCC5/SFXN1/SFXN3/SLC22A1/SLC25A15/SLC26A1/SLC2A2/SLC38A3/SLC38A4/SLC4A4/SLCO1A2/SLCO1B3/SLCO1B3-SLCO1B7/SLC22A9/SLC25A1/SLC25A10/SLC25A11/SLC25A13/SLC27A2/SLC27A5/SLC26A2/SLC2A1",26,4.36578543985316,"MF",NA,NA
"GO:0046943","GO:0046943","carboxylic acid transmembrane transporter activity","21/635","189/18662",0.111111111111111,3.26544181977253,5.87499755166522,1.99038330642379e-06,4.30739361697866e-05,3.14808263850024e-05,"ABCD3/ABCB11/ABCC2/SFXN1/SFXN3/SLC25A15/SLC26A1/SLC38A3/SLC38A4/SLCO1A2/SLCO1B3/SLCO1B3-SLCO1B7/SLC22A9/SLC25A1/SLC25A10/SLC25A11/SLC25A13/SLC27A2/SLC27A5/SLC26A2/SLC2A1",21,4.36578543985316,"MF",NA,NA
"GO:0005342","GO:0005342","organic acid transmembrane transporter activity","21/635","190/18662",0.110526315789474,3.24825528387899,5.84598979648481,2.16777448488169e-06,4.57400416310036e-05,3.34293644247544e-05,"ABCD3/ABCB11/ABCC2/SFXN1/SFXN3/SLC25A15/SLC26A1/SLC38A3/SLC38A4/SLCO1A2/SLCO1B3/SLCO1B3-SLCO1B7/SLC22A9/SLC25A1/SLC25A10/SLC25A11/SLC25A13/SLC27A2/SLC27A5/SLC26A2/SLC2A1",21,4.33970344444928,"MF",NA,NA
"GO:0019843","GO:0019843","rRNA binding","12/635","67/18662",0.17910447761194,5.26369726172288,6.5617285512542,2.34897970616454e-06,4.82180667568912e-05,3.52404429028913e-05,"RPL23A/RPS4X/RPS5/EEF2/NPM1/RPL11/RPL12/RPL5/RPL9/RPLP0/RPS3/RPS9",12,4.31679020610385,"MF",NA,NA
"GO:0050661","GO:0050661","NADP binding","11/635","56/18662",0.196428571428571,5.77283464566929,6.71330662121494,2.39947725567468e-06,4.82180667568912e-05,3.52404429028913e-05,"GAPDH/CYBB/DECR1/NNT/SRD5A1/DHCR7/FMO3/FMO5/POR/LBR/CAT",11,4.31679020610385,"MF",NA,NA
"GO:0120545","GO:0120545","nucleic acid conformation isomerase activity","19/635","161/18662",0.118012422360248,3.46826429305033,5.90336432888605,2.47874740219156e-06,4.86526234290622e-05,3.5558041069382e-05,"DDX1/DDX17/DDX3X/DDX5/DDX6/DHX15/DHX36/DHX9/EIF4A1/EIF4A3/FXR1/G3BP1/MCM2/RFC4/RUVBL1/RUVBL2/UPF1/XRCC5/XRCC6",19,4.31289373689517,"MF",NA,NA
"GO:0004386","GO:0004386","helicase activity","18/635","148/18662",0.121621621621622,3.57433496488615,5.90117335859061,2.94456479194696e-06,5.64821064637099e-05,4.12802623942804e-05,"DDX1/DDX17/DDX3X/DDX5/DDX6/DHX15/DHX36/DHX9/EIF4A1/EIF4A3/G3BP1/MCM2/RFC4/RUVBL1/RUVBL2/UPF1/XRCC5/XRCC6",18,4.24808911492179,"MF",NA,NA
"GO:0003678","GO:0003678","DNA helicase activity","11/635","59/18662",0.186440677966102,5.47930068063526,6.46751312417292,4.11113537320269e-06,7.71066278885128e-05,5.63538088584042e-05,"DDX3X/DHX36/DHX9/G3BP1/MCM2/RFC4/RUVBL1/RUVBL2/UPF1/XRCC5/XRCC6",11,4.11290828950168,"MF",NA,NA
"GO:0005178","GO:0005178","integrin binding","18/635","152/18662",0.118421052631579,3.48027351844177,5.76249750955381,4.31951584429979e-06,7.92537254910658e-05,5.79230271112054e-05,"P4HB/CALR/LYN/ACTN1/ACTN4/ADAM10/ADAM17/CD81/CD9/EDIL3/HSPG2/ITGA3/LAMA5/LAMB2/MFGE8/MYH9/PPIA/TLN1",18,4.10098031368833,"MF",NA,NA
"GO:0043531","GO:0043531","ADP binding","9/635","39/18662",0.230769230769231,6.78207147183525,6.78396388500752,4.90532833633459e-06,8.80871726780084e-05,6.43790012338649e-05,"VCP/MYH10/TAP1/GLUD2/ACTA1/GLUD1/MYH9/RUVBL1/RUVBL2",9,4.05508732928095,"MF",NA,NA
"GO:0098631","GO:0098631","cell adhesion mediator activity","13/635","85/18662",0.152941176470588,4.49478462251042,6.06086594197377,5.63805108118698e-06,9.91357315108711e-05,7.24539020520959e-05,"ANXA2/DSG2/RAB10/DSP/KRT18/BCAM/CLDN3/CTNND1/JUP/LAMA5/PPP1CA/PVR/RPSA",13,4.0037697844543,"MF",NA,NA
"GO:0050660","GO:0050660","flavin adenine dinucleotide binding","13/635","86/18662",0.151162790697674,4.44251968503937,6.00540286002968,6.43844735458826e-06,0.000110898970760663,8.10511310373516e-05,"AGPS/CYBB/STEAP3/STEAP4/CHDH/CYB5R3/MAOA/SDHA/FMO3/FMO5/MAOB/POR/ACOX3",13,3.95507248446436,"MF",NA,NA
"GO:0043022","GO:0043022","ribosome binding","15/635","114/18662",0.131578947368421,3.86697057604642,5.76261635586296,7.42939354513605e-06,0.000125408163041897,9.16552551042048e-05,"EIF2S1/SEC61B/TMCO1/DDX3X/DHX9/EEF2/EIF2A/EIF3K/EIF5A2/EIF6/G3BP1/HSPA5/NPM1/RPSA/SERBP1",15,3.90167419357972,"MF",NA,NA
"GO:0031683","GO:0031683","G-protein beta/gamma-subunit complex binding","7/635","23/18662",0.304347826086957,8.94447107155084,7.15500911779538,7.783607548264e-06,0.000128811073935977,9.4142291502223e-05,"GNAI2/GNAI3/GNA11/GNA13/GNAL/GNAS/GNAQ",7,3.89004679891292,"MF",NA,NA
"GO:0031072","GO:0031072","heat shock protein binding","16/635","130/18662",0.123076923076923,3.6171047849788,5.61984362919689,8.89496270543859e-06,0.000144372086988272,0.000105515144643462,"HSPA8/DNAJA2/HSP90AB1/HSPA9/CYP2E1/BAG2/DNAJA1/DNAJB14/EEF1D/HSPA1A/HSPA1B/HSPA1L/HSPA5/KPNB1/RPS3/TFRC",16,3.84051676548366,"MF",NA,NA
"GO:0051117","GO:0051117","ATPase binding","13/635","89/18662",0.146067415730337,4.29277183048748,5.84397300858933,9.47349703269188e-06,0.000150860971614942,0.000110257582148112,"CAV1/TCIRG1/ATP1B1/ATP6V1E1/EGFR/RDX/ALDOB/DERL1/FBL/NCSTN/RALB/RUVBL1/RUVBL2",13,3.82142309955227,"MF",NA,NA
"GO:0003724","GO:0003724","RNA helicase activity","12/635","77/18662",0.155844155844156,4.58010021474588,5.90815462957113,1.05567468230113e-05,0.000164998042937436,0.000120589739537712,"DDX1/DDX17/DDX3X/DDX5/DDX6/DHX15/DHX36/DHX9/EIF4A1/EIF4A3/G3BP1/UPF1",12,3.78252120697708,"MF",NA,NA
"GO:0008186","GO:0008186","ATP-dependent activity, acting on RNA","12/635","79/18662",0.151898734177215,4.4641483105751,5.79088178187901,1.38271349914663e-05,0.000210697143021756,0.000153989181604825,"DDX1/DDX17/DDX3X/DDX5/DDX6/DHX15/DHX36/DHX9/EIF4A1/EIF4A3/G3BP1/UPF1",12,3.67634135323053,"MF",NA,NA
"GO:0120543","GO:0120543","macromolecular conformation isomerase activity","25/635","283/18662",0.088339222614841,2.59619932667427,5.07822561622402,1.39799052241923e-05,0.000210697143021756,0.000153989181604825,"MYH10/MYH14/MYO1B/ACTC1/DDX1/DDX17/DDX3X/DDX5/DDX6/DHX15/DHX36/DHX9/EIF4A1/EIF4A3/FXR1/G3BP1/MCM2/MYH9/MYO1C/RFC4/RUVBL1/RUVBL2/UPF1/XRCC5/XRCC6",25,3.67634135323053,"MF",NA,NA
"GO:0016853","GO:0016853","isomerase activity","33/635","433/18662",0.0762124711316397,2.23980651379317,4.89901793266898,1.4612149453558e-05,0.000216362353312333,0.000158129632128994,"P4HB/PDIA3/FKBP8/MYH10/MYH14/MYO1B/PDIA6/PPIB/EHHADH/ACTC1/DDX1/DDX17/DDX3X/DDX5/DDX6/DHX15/DHX36/DHX9/EIF4A1/EIF4A3/FXR1/G3BP1/MCM2/MYH9/MYO1C/PPIA/RFC4/RUVBL1/RUVBL2/TXNDC5/UPF1/XRCC5/XRCC6",33,3.66481830350561,"MF",NA,NA
"GO:0170055","GO:0170055","lipid transmembrane transporter activity","10/635","56/18662",0.178571428571429,5.24803149606299,5.97513638892264,1.67901431774577e-05,0.000243339785033064,0.000177846238500094,"ABCD3/ABCB11/SLC22A1/SLCO1A2/SLCO1B3/SLCO1B3-SLCO1B7/SLC22A9/SLC27A2/SLC27A5/SLC2A1",10,3.61378687993983,"MF",NA,NA
"GO:0046906","GO:0046906","tetrapyrrole binding","17/635","152/18662",0.111842105263158,3.28692498963945,5.31328478869259,1.70107195698469e-05,0.000243339785033064,0.000177846238500094,"CYB5A/CYBB/PGRMC1/STEAP3/STEAP4/CYB5B/CYC1/CYP1A2/CYP2D6/CYP4A11/MT-CO1/CD320/CYP2E1/CAT/AMBP/HBB/HBD",17,3.61378687993983,"MF",NA,NA
"GO:0003746","GO:0003746","translation elongation factor activity","6/635","18/18662",0.333333333333333,9.79632545931758,7.00745931244947,1.98287971689799e-05,0.000278925080176984,0.000203853949842495,"EEF1A1/EEF1A2/EEF1D/EEF1G/EEF2/EIF5A2",6,3.55451243341141,"MF",NA,NA
"GO:0140311","GO:0140311","protein sequestering activity","9/635","47/18662",0.191489361702128,5.62767632769308,5.96173920521059,2.47395844281177e-05,0.000342298512415268,0.000250170776097964,"CD59/CAV1/CTNND1/DBN1/FLNA/SQSTM1/YWHAE/YWHAG/YWHAZ",9,3.46559498824525,"MF",NA,NA
"GO:0020037","GO:0020037","heme binding","16/635","142/18662",0.112676056338028,3.31143395807918,5.189168344484,2.7271901293102e-05,0.000371249753086743,0.000271329951744614,"CYB5A/CYBB/PGRMC1/STEAP3/STEAP4/CYB5B/CYC1/CYP1A2/CYP2D6/CYP4A11/MT-CO1/CYP2E1/CAT/AMBP/HBB/HBD",16,3.4303338265181,"MF",NA,NA
"GO:0097718","GO:0097718","disordered domain specific binding","7/635","28/18662",0.25,7.34724409448819,6.30817539337986,3.24131945049729e-05,0.000434233907336462,0.000317362272011932,"GAPDH/HSP90AB1/FKBP8/AP2A2/CLTC/HSP90AA1/HSPA1A",7,3.36227626749106,"MF",NA,NA
"GO:0042162","GO:0042162","telomeric DNA binding","8/635","38/18662",0.210526315789474,6.18715292167426,6.00726731801794,3.40533558564059e-05,0.000449078630356353,0.000328211620589702,"APEX1/HNRNPA1/HNRNPA2B1/PURA/RPA1/UPF1/XRCC5/XRCC6",8,3.34767761057774,"MF",NA,NA
"GO:0042288","GO:0042288","MHC class I protein binding","6/635","20/18662",0.3,8.81669291338583,6.56423901901084,3.90597250032217e-05,0.000507175506195679,0.00037067204618442,"VCP/TAP1/TAPBP/TUBB/BCAP31/DERL1",6,3.29484172866915,"MF",NA,NA
