"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","logAdjP","Category","category","subcategory"
"GO:1902600","GO:1902600","proton transmembrane transport","51/622","192/18860",0.265625,8.05415996784566,18.1431603600551,5.88507719040068e-32,1.05428965145898e-28,8.36846221898384e-29,"TCIRG1/PHB2/SLC25A5/ATP1A4/ATP1B1/ATP4A/ATP6V0C/ATP6V0D1/ATP6V1B1/ATP6V1B2/ATP6V1E1/COX4I1/COX5B/COX7A2L/CYC1/GHITM/MT-CO1/MT-CO2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NNT/SLC25A13/SLC25A27/SLC25A3/UQCRC1/UQCRFS1/ATP1A1",51,27.9770400563449,"BP",NA,NA
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","39/622","100/18860",0.39,11.8254019292605,20.0444216483856,6.95136033928999e-32,1.05428965145898e-28,8.36846221898384e-29,"COX4I1/COX5B/COX7A2L/CYC1/GHITM/MTCH2/MT-CO1/MT-CO2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/UQCRC1/UQCRFS1/UQCRQ",39,27.9770400563449,"BP",NA,NA
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","39/622","100/18860",0.39,11.8254019292605,20.0444216483856,6.95136033928999e-32,1.05428965145898e-28,8.36846221898384e-29,"COX4I1/COX5B/COX7A2L/CYC1/GHITM/MTCH2/MT-CO1/MT-CO2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/UQCRC1/UQCRFS1/UQCRQ",39,27.9770400563449,"BP",NA,NA
"GO:0022904","GO:0022904","respiratory electron transport chain","40/622","115/18860",0.347826086956522,10.5466237942122,18.9636496532021,2.25019150232306e-30,2.55959283389248e-27,2.03168606433432e-27,"PLEC/COX4I1/COX5B/COX7A2L/CYC1/GHITM/MTCH2/MT-CO1/MT-CO2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/UQCRC1/UQCRFS1/UQCRQ",40,26.5918291143981,"BP",NA,NA
"GO:0022900","GO:0022900","electron transport chain","41/622","125/18860",0.328,9.94546623794212,18.5309231776817,6.21904121959795e-30,5.65932750983413e-27,4.49211166830327e-27,"PLEC/COX4I1/COX5B/COX7A2L/CYC1/GHITM/MTCH2/MT-CO1/MT-CO2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/UQCRC1/UQCRFS1/UQCRQ/POR",41,26.2472351723665,"BP",NA,NA
"GO:0019646","GO:0019646","aerobic electron transport chain","36/622","93/18860",0.387096774193548,11.7373716419459,19.1693748248697,2.21790426112346e-29,1.68191073135196e-26,1.33502272279204e-26,"COX4I1/COX5B/COX7A2L/CYC1/MT-CO1/MT-CO2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/UQCRC1/UQCRFS1/UQCRQ",36,25.7741970584252,"BP",NA,NA
"GO:0002181","GO:0002181","cytoplasmic translation","49/622","208/18860",0.235576923076923,7.14305589908484,16.4520245246385,4.04996132216119e-28,2.63247485940477e-25,2.0895364355391e-25,"RPL7A/RPL13/RPL14/RPL15/RPL18A/RPL23A/RPL3/RPLP2/RPS14/RPS4X/RPS5/RPS6/RPS8/DHX36/DHX9/EEF1D/EEF2/EIF2S3/EIF3B/EIF3D/EIF3F/EIF3G/EIF3H/EIF3I/EIF3K/EIF4A1/FXR1/PABPC1/RPL10A/RPL11/RPL12/RPL30/RPL5/RPL9/RPLP0/RPS12/RPS15A/RPS16/RPS17/RPS2/RPS20/RPS21/RPS27A/RPS3/RPS3A/RPS9/RPSA/SYNCRIP/YWHAG",49,24.5796357677109,"BP",NA,NA
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process","54/622","264/18860",0.204545454545455,6.20213387898275,15.71953287615,1.26957521352643e-27,7.22070902693156e-25,5.73146389159102e-25,"GNAI3/HSPA8/GAPDH/VCP/P2RX7/ABCC6/ATP1B1/ATP6V0C/ATP6V1B1/ATP6V1B2/ENPP1/ENPP3/NME2/NT5E/SLC4A4/STOML2/MTCH2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/SLC25A13/ALDOB/EIF6/ENO1/HSPA1A/HSPA1B/IMPDH2/PARP1/PPP2CA",54,24.1414201554269,"BP",NA,NA
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","54/622","271/18860",0.199261992619926,6.04193115886143,15.4390104188579,4.95939146758299e-27,2.5072479086114e-24,1.9901370906757e-24,"GNAI3/HSPA8/GAPDH/VCP/P2RX7/ABCC6/ATP1B1/ATP6V0C/ATP6V1B1/ATP6V1B2/ENPP1/ENPP3/NME2/NT5E/SLC4A4/STOML2/MTCH2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/SLC25A13/ALDOB/EIF6/ENO1/HSPA1A/HSPA1B/IMPDH2/PARP1/PPP2CA",54,23.6008027222767,"BP",NA,NA
"GO:0046034","GO:0046034","ATP metabolic process","51/622","241/18860",0.211618257261411,6.41659217355339,15.6286836387102,7.1753272348873e-27,3.26477389187372e-24,2.59142607819982e-24,"HSPA8/GAPDH/VCP/P2RX7/ABCC6/ATP1B1/ATP6V0C/ATP6V1B1/ATP6V1B2/ENPP1/ENPP3/NT5E/SLC4A4/STOML2/MTCH2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/SLC25A13/ALDOB/EIF6/ENO1/HSPA1A/HSPA1B/PARP1/PPP2CA",51,23.4861468912379,"BP",NA,NA
"GO:0006119","GO:0006119","oxidative phosphorylation","41/622","148/18860",0.277027027027027,8.39988702528895,16.6902084042576,1.12623447614032e-26,4.65851533312585e-24,3.69771338529897e-24,"VCP/STOML2/COX4I1/COX5B/COX7A2L/CYC1/GHITM/MTCH2/MT-CO1/MT-CO2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/UQCRC1/UQCRFS1/UQCRQ",41,23.3317524707276,"BP",NA,NA
"GO:0045333","GO:0045333","cellular respiration","59/622","336/18860",0.175595238095238,5.32431863420609,14.7701823333171,2.11054089872453e-26,8.00246757433052e-24,6.35198756449463e-24,"GAPDH/PLEC/TRAP1/VCP/P2RX7/SLC4A4/STOML2/CISD1/COX4I1/COX5B/COX7A2L/CYC1/CYP1A2/GHITM/MDH2/MTCH2/MT-CO1/MT-CO2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NNT/PDHB/SDHA/SDHB/SLC25A13/UQCRC1/UQCRFS1/UQCRQ/ALDOB/CAT/DLAT/DLST/EIF6/ENO1/PPP2CA",59,23.0967760769236,"BP",NA,NA
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process","54/622","287/18860",0.18815331010453,5.70509875976114,14.8331906798206,9.4748806987807e-26,3.31620824457324e-23,2.63225228158029e-23,"GNAI3/HSPA8/GAPDH/VCP/P2RX7/ABCC6/ATP1B1/ATP6V0C/ATP6V1B1/ATP6V1B2/ENPP1/ENPP3/NME2/NT5E/SLC4A4/STOML2/MTCH2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/SLC25A13/ALDOB/EIF6/ENO1/HSPA1A/HSPA1B/IMPDH2/PARP1/PPP2CA",54,22.4793582053144,"BP",NA,NA
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","36/622","115/18860",0.31304347826087,9.491961414791,16.8686422142495,1.28978125685453e-25,4.19178908477723e-23,3.32724773854729e-23,"VCP/ATP6V0C/NME2/STOML2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/SLC25A13/ENO1/IMPDH2/PARP1",36,22.3776005775563,"BP",NA,NA
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process","36/622","116/18860",0.310344827586207,9.41013416121521,16.7790240908098,1.81341452265117e-25,5.50069071870854e-23,4.36619314190607e-23,"VCP/ATP6V0C/NME2/STOML2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/SLC25A13/ENO1/IMPDH2/PARP1",36,22.2595827729623,"BP",NA,NA
"GO:0042776","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","29/622","68/18860",0.426470588235294,12.9312464535653,18.2020242249706,2.31862105894119e-25,6.59357863636402e-23,5.23367687712318e-23,"STOML2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB",29,22.1808788099604,"BP",NA,NA
"GO:0009060","GO:0009060","aerobic respiration","54/622","297/18860",0.181818181818182,5.51300789242911,14.4772526065722,5.38309867060755e-25,1.38180523814085e-22,1.09681290273251e-22,"GAPDH/VCP/P2RX7/SLC4A4/STOML2/COX4I1/COX5B/COX7A2L/CYC1/GHITM/MDH2/MTCH2/MT-CO1/MT-CO2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NNT/PDHB/SDHA/SDHB/UQCRC1/UQCRFS1/UQCRQ/ALDOB/CAT/DLAT/DLST/EIF6/ENO1/PPP2CA",54,21.8595531653275,"BP",NA,NA
"GO:0015986","GO:0015986","proton motive force-driven ATP synthesis","30/622","76/18860",0.394736842105263,11.9690302927737,17.6948509646245,5.52747834149509e-25,1.38180523814085e-22,1.09681290273251e-22,"ATP6V0C/STOML2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB",30,21.8595531653275,"BP",NA,NA
"GO:0006754","GO:0006754","ATP biosynthetic process","34/622","104/18860",0.326923076923077,9.91281226811773,16.8316709967329,5.77017571970905e-25,1.38180523814085e-22,1.09681290273251e-22,"VCP/ATP6V0C/STOML2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/SLC25A13/ENO1/PARP1",34,21.8595531653275,"BP",NA,NA
"GO:0009201","GO:0009201","ribonucleoside triphosphate biosynthetic process","36/622","121/18860",0.297520661157025,9.02128564215673,16.346673131268,9.42026886605625e-25,2.1431111670278e-22,1.70110223575995e-22,"VCP/ATP6V0C/NME2/STOML2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/SLC25A13/ENO1/IMPDH2/PARP1",36,21.6689553007386,"BP",NA,NA
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process","36/622","129/18860",0.27906976744186,8.46182606744934,15.7045469305141,1.10170896032883e-23,2.38703608071246e-21,1.89471851773845e-21,"VCP/ATP6V0C/NME2/STOML2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/SLC25A13/ENO1/IMPDH2/PARP1",36,20.6221410164621,"BP",NA,NA
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","25/622","52/18860",0.480769230769231,14.5776651001731,18.1059523486086,1.16660920824321e-23,2.41275995341209e-21,1.91513693468059e-21,"MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2",25,20.617485884098,"BP",NA,NA
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","63/622","434/18860",0.145161290322581,4.4015143657297,13.2393772610681,1.84053369446856e-23,3.64105578688346e-21,2.89010119254995e-21,"GAPDH/PLEC/TRAP1/VCP/P2RX7/ENPP1/SLC4A4/STOML2/CISD1/COX4I1/COX5B/COX7A2L/CYC1/CYP1A2/GHITM/MDH2/MTCH2/MT-CO1/MT-CO2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NNT/PDHB/SDHA/SDHB/SLC25A13/UQCRC1/UQCRFS1/UQCRQ/ALDOB/CAT/DLAT/DLST/EIF6/ENO1/PPP1CA/PPP1CB/PPP1CC/PPP2CA",63,20.4387726669188,"BP",NA,NA
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","66/622","494/18860",0.133603238866397,4.05105640678496,12.6903131256761,1.67641384464699e-22,3.17820124714326e-20,2.52270872850168e-20,"GAPDH/PLEC/TRAP1/VCP/P2RX7/ENPP1/SLC4A4/STOML2/CISD1/COX4I1/COX5B/COX7A2L/CYC1/CYP1A2/GHITM/HMGCS2/MDH2/MTCH2/MT-CO1/MT-CO2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NNT/PDHB/SDHA/SDHB/SLC25A13/UQCRC1/UQCRFS1/UQCRQ/ALDOB/POR/SLC27A5/CAT/DLAT/DLST/EIF6/ENO1/PPP1CA/PPP1CB/PPP1CC/PPP2CA",66,19.4978186062612,"BP",NA,NA
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","56/622","364/18860",0.153846153846154,4.6648528320554,13.0386984060448,3.45388809006053e-22,6.28607632391016e-20,4.98959580505165e-20,"GNAI3/HSPA8/GAPDH/VCP/P2RX7/ABCC6/ATP1B1/ATP6V0C/ATP6V1B1/ATP6V1B2/ENPP1/ENPP3/NME2/NT5E/SLC4A4/STOML2/MTCH2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/SLC25A13/ALDOB/CASK/EIF6/ENO1/EPHA2/HSPA1A/HSPA1B/IMPDH2/PARP1/PPP2CA",56,19.2016203501953,"BP",NA,NA
"GO:0009259","GO:0009259","ribonucleotide metabolic process","56/622","385/18860",0.145454545454545,4.41040631394329,12.485621977356,5.44992919954704e-21,9.53737609920732e-19,7.57032675451251e-19,"GNAI3/HSPA8/GAPDH/VCP/P2RX7/ABCC6/ATP1B1/ATP6V0C/ATP6V1B1/ATP6V1B2/ENPP1/ENPP3/NME2/NT5E/SLC4A4/STOML2/MTCH2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/SLC25A13/ALDOB/CASK/EIF6/ENO1/EPHA2/HSPA1A/HSPA1B/IMPDH2/PARP1/PPP2CA",56,18.0205710909537,"BP",NA,NA
"GO:0019693","GO:0019693","ribose phosphate metabolic process","56/622","392/18860",0.142857142857143,4.33164905833716,12.3100060367425,1.30742711493461e-20,2.20325680479722e-18,1.74884305315425e-18,"GNAI3/HSPA8/GAPDH/VCP/P2RX7/ABCC6/ATP1B1/ATP6V0C/ATP6V1B1/ATP6V1B2/ENPP1/ENPP3/NME2/NT5E/SLC4A4/STOML2/MTCH2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/SLC25A13/ALDOB/CASK/EIF6/ENO1/EPHA2/HSPA1A/HSPA1B/IMPDH2/PARP1/PPP2CA",56,17.6569348798777,"BP",NA,NA
"GO:0006163","GO:0006163","purine nucleotide metabolic process","60/622","454/18860",0.13215859030837,4.00725243282292,11.9779920194878,2.74382968751868e-20,4.45872324221786e-18,3.53912769093105e-18,"GNAI3/HSPA8/GAPDH/VCP/P2RX7/ABCC6/ATP1B1/ATP6V0C/ATP6V1B1/ATP6V1B2/ENPP1/ENPP3/NME2/NT5E/SLC4A4/STOML2/MDH2/MTCH2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NNT/PC/SDHA/SDHB/SLC25A11/SLC25A13/ALDOB/CASK/EIF6/ENO1/EPHA2/HSPA1A/HSPA1B/IMPDH2/PARP1/PPP2CA",60,17.3507894839428,"BP",NA,NA
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process","36/622","163/18860",0.220858895705521,6.69678259325745,13.4897344604796,5.97164155649917e-20,9.36929968347283e-18,7.43691549195958e-18,"VCP/ATP6V0C/NME2/STOML2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/SLC25A13/ENO1/IMPDH2/PARP1",36,17.0282928696213,"BP",NA,NA
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process","36/622","179/18860",0.201117318435754,6.09818750112271,12.656341249982,1.5860650210213e-18,2.40553194854898e-16,1.90939967969266e-16,"VCP/ATP6V0C/NME2/STOML2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/SLC25A13/ENO1/IMPDH2/PARP1",36,15.6187888707355,"BP",NA,NA
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process","36/622","185/18860",0.194594594594595,5.90040844703224,12.3695458770988,4.92588057329597e-18,7.22992148661183e-16,5.73877631476349e-16,"VCP/ATP6V0C/NME2/STOML2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/SLC25A13/ENO1/IMPDH2/PARP1",36,15.1408664189041,"BP",NA,NA
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","43/622","273/18860",0.157509157509158,4.77592075662815,11.6055429287354,1.1341021236855e-17,1.61255145711532e-15,1.27996854814637e-15,"FASN/VCP/ATP6V0C/NME2/NT5E/STOML2/ACSL1/ACSL5/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/PDHB/SDHA/SDHB/SLC25A13/SLC27A2/DLAT/ENO1/IMPDH2/PARP1",43,14.7924864179735,"BP",NA,NA
"GO:0016032","GO:0016032","viral process","51/622","396/18860",0.128787878787879,3.90504725713729,10.7895620187379,6.52848405487298e-17,9.00139468171881e-15,7.14488956691203e-15,"ST6GAL1/CAV1/PHB1/STOM/ANPEP/P4HB/HSP90AB1/MOGS/VCP/EGFR/MYH10/SIGLEC1/VAPA/VAPB/PC/DPP4/ADAR/CANX/CAV2/CD55/CD81/CNOT7/DDX3X/DDX5/DDX6/DHX9/EIF3B/EIF3D/EIF3F/EIF3G/EPHA2/HSPA1A/HSPA1B/ILF3/LGALS1/MYH9/NRP1/PABPC1/PCBP1/PLSCR1/PPIA/PTBP1/PVR/RPSA/SCARB1/SRPK1/TFRC/TRIM25/TRIM28/ZC3HAV1/ZDHHC20",51,14.0456901954887,"BP",NA,NA
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process","36/622","204/18860",0.176470588235294,5.35086060147532,11.5384348736133,1.32863714140789e-16,1.76287234885909e-14,1.39928629934888e-14,"VCP/ATP6V0C/NME2/STOML2/MT-ND1/MT-ND2/MT-ND4/MT-ND5/NDUFA10/NDUFA12/NDUFA2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS3/NDUFS4/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/SLC25A13/ENO1/IMPDH2/PARP1",36,13.7537791342085,"BP",NA,NA
